+-----------------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
|    series id    | year | period |  value  |                                                footnotes                                                |
+-----------------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
| PCU336---336--- | 2025 |  M01   | 143.734 | Preliminary. All indexes are subject to monthly revisions up to four months after original publication. |
| PCU336---336--- | 2024 |  M12   | 143.522 | Preliminary. All indexes are subject to monthly revisions up to four months after original publication. |
| PCU336---336--- | 2024 |  M11   | 143.291 | Preliminary. All indexes are subject to monthly revisions up to four months after original publication. |
| PCU336---336--- | 2024 |  M10   | 143.063 | Preliminary. All indexes are subject to monthly revisions up to four months after original publication. |
| PCU336---336--- | 2024 |  M09   | 142.576 |                                                                                                         |
| PCU336---336--- | 2024 |  M08   | 142.423 |                                                                                                         |
| PCU336---336--- | 2024 |  M07   | 142.266 |                                                                                                         |
| PCU336---336--- | 2024 |  M06   | 142.097 |                                                                                                         |
| PCU336---336--- | 2024 |  M05   | 141.918 |                                                                                                         |
| PCU336---336--- | 2024 |  M04   | 141.947 |                                                                                                         |
| PCU336---336--- | 2024 |  M03   | 141.890 |                                                                                                         |
| PCU336---336--- | 2024 |  M02   | 141.795 |                                                                                                         |
| PCU336---336--- | 2024 |  M01   | 141.488 |                                                                                                         |
| PCU336---336--- | 2023 |  M12   | 140.974 |                                                                                                         |
| PCU336---336--- | 2023 |  M11   | 141.155 |                                                                                                         |
| PCU336---336--- | 2023 |  M10   | 140.932 |                                                                                                         |
| PCU336---336--- | 2023 |  M09   | 140.316 |                                                                                                         |
| PCU336---336--- | 2023 |  M08   | 139.747 |                                                                                                         |
| PCU336---336--- | 2023 |  M07   | 139.765 |                                                                                                         |
| PCU336---336--- | 2023 |  M06   | 139.565 |                                                                                                         |
| PCU336---336--- | 2023 |  M05   | 139.518 |                                                                                                         |
| PCU336---336--- | 2023 |  M04   | 139.266 |                                                                                                         |
| PCU336---336--- | 2023 |  M03   | 139.113 |                                                                                                         |
| PCU336---336--- | 2023 |  M02   | 138.886 |                                                                                                         |
| PCU336---336--- | 2023 |  M01   | 138.619 |                                                                                                         |
| PCU336---336--- | 2022 |  M12   | 137.984 |                                                                                                         |
| PCU336---336--- | 2022 |  M11   | 137.599 |                                                                                                         |
| PCU336---336--- | 2022 |  M10   | 137.389 |                                                                                                         |
| PCU336---336--- | 2022 |  M09   | 136.694 |                                                                                                         |
| PCU336---336--- | 2022 |  M08   | 136.463 |                                                                                                         |
| PCU336---336--- | 2022 |  M07   | 136.164 |                                                                                                         |
| PCU336---336--- | 2022 |  M06   | 135.659 |                                                                                                         |
| PCU336---336--- | 2022 |  M05   | 135.188 |                                                                                                         |
| PCU336---336--- | 2022 |  M04   | 134.694 |                                                                                                         |
| PCU336---336--- | 2022 |  M03   | 133.590 |                                                                                                         |
| PCU336---336--- | 2022 |  M02   | 132.973 |                                                                                                         |
| PCU336---336--- | 2022 |  M01   | 132.223 |                                                                                                         |
| PCU336---336--- | 2021 |  M12   | 131.177 |                                                                                                         |
| PCU336---336--- | 2021 |  M11   | 130.794 |                                                                                                         |
| PCU336---336--- | 2021 |  M10   | 130.348 |                                                                                                         |
| PCU336---336--- | 2021 |  M09   | 129.484 |                                                                                                         |
| PCU336---336--- | 2021 |  M08   | 129.295 |                                                                                                         |
| PCU336---336--- | 2021 |  M07   | 128.938 |                                                                                                         |
| PCU336---336--- | 2021 |  M06   |  128.4  |                                                                                                         |
| PCU336---336--- | 2021 |  M05   |  127.9  |                                                                                                         |
| PCU336---336--- | 2021 |  M04   |  127.4  |                                                                                                         |
| PCU336---336--- | 2021 |  M03   |  127.0  |                                                                                                         |
| PCU336---336--- | 2021 |  M02   |  127.0  |                                                                                                         |
| PCU336---336--- | 2021 |  M01   |  126.9  |                                                                                                         |
| PCU336---336--- | 2020 |  M12   |  126.4  |                                                                                                         |
| PCU336---336--- | 2020 |  M11   |  126.1  |                                                                                                         |
| PCU336---336--- | 2020 |  M10   |  125.8  |                                                                                                         |
| PCU336---336--- | 2020 |  M09   |  125.2  |                                                                                                         |
| PCU336---336--- | 2020 |  M08   |  125.1  |                                                                                                         |
| PCU336---336--- | 2020 |  M07   |  125.0  |                                                                                                         |
| PCU336---336--- | 2020 |  M06   |  125.0  |                                                                                                         |
| PCU336---336--- | 2020 |  M05   |  125.0  |                                                                                                         |
| PCU336---336--- | 2020 |  M04   |  125.1  |                                                                                                         |
| PCU336---336--- | 2020 |  M03   |  124.7  |                                                                                                         |
| PCU336---336--- | 2020 |  M02   |  125.1  |                                                                                                         |
| PCU336---336--- | 2020 |  M01   |  124.9  |                                                                                                         |
+-----------------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
