+-----------------+------+--------+-------+-----------+
|    series id    | year | period | value | footnotes |
+-----------------+------+--------+-------+-----------+
| PCU336---336--- | 2012 |  M12   | 115.8 |           |
| PCU336---336--- | 2012 |  M11   | 116.0 |           |
| PCU336---336--- | 2012 |  M10   | 115.9 |           |
| PCU336---336--- | 2012 |  M09   | 114.5 |           |
| PCU336---336--- | 2012 |  M08   | 114.8 |           |
| PCU336---336--- | 2012 |  M07   | 114.7 |           |
| PCU336---336--- | 2012 |  M06   | 114.4 |           |
| PCU336---336--- | 2012 |  M05   | 114.2 |           |
| PCU336---336--- | 2012 |  M04   | 114.4 |           |
| PCU336---336--- | 2012 |  M03   | 114.2 |           |
| PCU336---336--- | 2012 |  M02   | 114.2 |           |
| PCU336---336--- | 2012 |  M01   | 114.3 |           |
| PCU336---336--- | 2011 |  M12   | 113.9 |           |
| PCU336---336--- | 2011 |  M11   | 113.9 |           |
| PCU336---336--- | 2011 |  M10   | 113.8 |           |
| PCU336---336--- | 2011 |  M09   | 112.1 |           |
| PCU336---336--- | 2011 |  M08   | 112.2 |           |
| PCU336---336--- | 2011 |  M07   | 112.2 |           |
| PCU336---336--- | 2011 |  M06   | 112.1 |           |
| PCU336---336--- | 2011 |  M05   | 111.8 |           |
| PCU336---336--- | 2011 |  M04   | 112.0 |           |
| PCU336---336--- | 2011 |  M03   | 111.6 |           |
| PCU336---336--- | 2011 |  M02   | 111.3 |           |
| PCU336---336--- | 2011 |  M01   | 111.2 |           |
| PCU336---336--- | 2010 |  M12   | 110.8 |           |
| PCU336---336--- | 2010 |  M11   | 110.9 |           |
| PCU336---336--- | 2010 |  M10   | 111.1 |           |
| PCU336---336--- | 2010 |  M09   | 109.9 |           |
| PCU336---336--- | 2010 |  M08   | 109.9 |           |
| PCU336---336--- | 2010 |  M07   | 109.7 |           |
| PCU336---336--- | 2010 |  M06   | 109.9 |           |
| PCU336---336--- | 2010 |  M05   | 110.3 |           |
| PCU336---336--- | 2010 |  M04   | 110.3 |           |
| PCU336---336--- | 2010 |  M03   | 110.3 |           |
| PCU336---336--- | 2010 |  M02   | 110.7 |           |
| PCU336---336--- | 2010 |  M01   | 110.8 |           |
| PCU336---336--- | 2009 |  M12   | 110.2 |           |
| PCU336---336--- | 2009 |  M11   | 110.6 |           |
