+-----------------+------+--------+-------+-----------+
|    series id    | year | period | value | footnotes |
+-----------------+------+--------+-------+-----------+
| PCU5182--5182-- | 2020 |  M12   | 111.2 |           |
| PCU5182--5182-- | 2020 |  M11   | 111.1 |           |
| PCU5182--5182-- | 2020 |  M10   | 111.0 |           |
| PCU5182--5182-- | 2020 |  M09   | 111.0 |           |
| PCU5182--5182-- | 2020 |  M08   | 110.8 |           |
| PCU5182--5182-- | 2020 |  M07   | 110.6 |           |
| PCU5182--5182-- | 2020 |  M06   | 110.5 |           |
| PCU5182--5182-- | 2020 |  M05   | 109.9 |           |
| PCU5182--5182-- | 2020 |  M04   | 110.0 |           |
| PCU5182--5182-- | 2020 |  M03   | 110.1 |           |
| PCU5182--5182-- | 2020 |  M02   | 109.9 |           |
| PCU5182--5182-- | 2020 |  M01   | 109.7 |           |
| PCU5182--5182-- | 2019 |  M12   | 108.5 |           |
| PCU5182--5182-- | 2019 |  M11   | 108.2 |           |
| PCU5182--5182-- | 2019 |  M10   | 108.2 |           |
| PCU5182--5182-- | 2019 |  M09   | 108.2 |           |
| PCU5182--5182-- | 2019 |  M08   | 107.2 |           |
| PCU5182--5182-- | 2019 |  M07   | 107.1 |           |
| PCU5182--5182-- | 2019 |  M06   | 107.0 |           |
| PCU5182--5182-- | 2019 |  M05   | 106.8 |           |
| PCU5182--5182-- | 2019 |  M04   | 106.8 |           |
| PCU5182--5182-- | 2019 |  M03   | 106.8 |           |
| PCU5182--5182-- | 2019 |  M02   | 106.9 |           |
| PCU5182--5182-- | 2019 |  M01   | 106.5 |           |
| PCU5182--5182-- | 2018 |  M12   | 106.5 |           |
| PCU5182--5182-- | 2018 |  M11   | 106.2 |           |
| PCU5182--5182-- | 2018 |  M10   | 107.2 |           |
| PCU5182--5182-- | 2018 |  M09   | 107.0 |           |
| PCU5182--5182-- | 2018 |  M08   | 107.0 |           |
| PCU5182--5182-- | 2018 |  M07   | 107.0 |           |
| PCU5182--5182-- | 2018 |  M06   | 107.0 |           |
| PCU5182--5182-- | 2018 |  M05   | 107.0 |           |
| PCU5182--5182-- | 2018 |  M04   | 107.0 |           |
| PCU5182--5182-- | 2018 |  M03   | 107.0 |           |
| PCU5182--5182-- | 2018 |  M02   | 106.8 |           |
| PCU5182--5182-- | 2018 |  M01   | 106.7 |           |
| PCU5182--5182-- | 2017 |  M12   | 106.7 |           |
| PCU5182--5182-- | 2017 |  M11   | 106.7 |           |
| PCU5182--5182-- | 2017 |  M10   | 106.7 |           |
| PCU5182--5182-- | 2017 |  M09   | 106.7 |           |
| PCU5182--5182-- | 2017 |  M08   | 106.7 |           |
| PCU5182--5182-- | 2017 |  M07   | 106.7 |           |
| PCU5182--5182-- | 2017 |  M06   | 106.6 |           |
| PCU5182--5182-- | 2017 |  M05   | 106.7 |           |
| PCU5182--5182-- | 2017 |  M04   | 106.7 |           |
| PCU5182--5182-- | 2017 |  M03   | 106.8 |           |
| PCU5182--5182-- | 2017 |  M02   | 105.6 |           |
| PCU5182--5182-- | 2017 |  M01   | 105.6 |           |
| PCU5182--5182-- | 2016 |  M12   | 105.5 |           |
| PCU5182--5182-- | 2016 |  M11   | 105.6 |           |
| PCU5182--5182-- | 2016 |  M10   | 105.6 |           |
| PCU5182--5182-- | 2016 |  M09   | 105.6 |           |
| PCU5182--5182-- | 2016 |  M08   | 105.6 |           |
| PCU5182--5182-- | 2016 |  M07   | 105.6 |           |
| PCU5182--5182-- | 2016 |  M06   | 105.6 |           |
| PCU5182--5182-- | 2016 |  M05   | 105.5 |           |
| PCU5182--5182-- | 2016 |  M04   | 105.4 |           |
| PCU5182--5182-- | 2016 |  M03   | 103.3 |           |
| PCU5182--5182-- | 2016 |  M02   | 103.3 |           |
| PCU5182--5182-- | 2016 |  M01   | 103.2 |           |
| PCU5182--5182-- | 2015 |  M12   | 103.7 |           |
| PCU5182--5182-- | 2015 |  M11   | 103.7 |           |
| PCU5182--5182-- | 2015 |  M10   | 103.5 |           |
| PCU5182--5182-- | 2015 |  M09   | 103.8 |           |
| PCU5182--5182-- | 2015 |  M08   | 103.8 |           |
| PCU5182--5182-- | 2015 |  M07   | 103.8 |           |
| PCU5182--5182-- | 2015 |  M06   | 103.8 |           |
| PCU5182--5182-- | 2015 |  M05   | 103.8 |           |
| PCU5182--5182-- | 2015 |  M04   | 103.8 |           |
| PCU5182--5182-- | 2015 |  M03   | 103.9 |           |
| PCU5182--5182-- | 2015 |  M02   | 103.7 |           |
| PCU5182--5182-- | 2015 |  M01   | 103.8 |           |
| PCU5182--5182-- | 2014 |  M12   | 103.5 |           |
| PCU5182--5182-- | 2014 |  M11   | 103.6 |           |
| PCU5182--5182-- | 2014 |  M10   | 103.6 |           |
| PCU5182--5182-- | 2014 |  M09   | 103.6 |           |
| PCU5182--5182-- | 2014 |  M08   | 103.4 |           |
| PCU5182--5182-- | 2014 |  M07   | 103.5 |           |
| PCU5182--5182-- | 2014 |  M06   | 103.5 |           |
| PCU5182--5182-- | 2014 |  M05   | 103.2 |           |
| PCU5182--5182-- | 2014 |  M04   | 103.6 |           |
| PCU5182--5182-- | 2014 |  M03   | 103.5 |           |
| PCU5182--5182-- | 2014 |  M02   | 103.3 |           |
| PCU5182--5182-- | 2014 |  M01   | 103.3 |           |
| PCU5182--5182-- | 2013 |  M12   | 103.3 |           |
| PCU5182--5182-- | 2013 |  M11   | 103.3 |           |
| PCU5182--5182-- | 2013 |  M10   | 103.3 |           |
| PCU5182--5182-- | 2013 |  M09   | 102.7 |           |
| PCU5182--5182-- | 2013 |  M08   | 102.6 |           |
| PCU5182--5182-- | 2013 |  M07   | 102.6 |           |
| PCU5182--5182-- | 2013 |  M06   | 102.6 |           |
| PCU5182--5182-- | 2013 |  M05   | 102.6 |           |
| PCU5182--5182-- | 2013 |  M04   | 102.7 |           |
| PCU5182--5182-- | 2013 |  M03   | 102.6 |           |
| PCU5182--5182-- | 2013 |  M02   | 102.6 |           |
| PCU5182--5182-- | 2013 |  M01   | 102.8 |           |
| PCU5182--5182-- | 2012 |  M12   | 102.8 |           |
| PCU5182--5182-- | 2012 |  M11   | 102.7 |           |
| PCU5182--5182-- | 2012 |  M10   | 102.7 |           |
| PCU5182--5182-- | 2012 |  M09   | 102.6 |           |
| PCU5182--5182-- | 2012 |  M08   | 102.6 |           |
| PCU5182--5182-- | 2012 |  M07   | 102.8 |           |
| PCU5182--5182-- | 2012 |  M06   | 102.5 |           |
| PCU5182--5182-- | 2012 |  M05   | 101.8 |           |
| PCU5182--5182-- | 2012 |  M04   | 102.1 |           |
| PCU5182--5182-- | 2012 |  M03   | 102.1 |           |
| PCU5182--5182-- | 2012 |  M02   | 102.0 |           |
| PCU5182--5182-- | 2012 |  M01   | 102.2 |           |
+-----------------+------+--------+-------+-----------+
