date,ppi,ppi_pro_change
2003-01-01,132.4,
2003-01-02,132.4,
2003-01-03,132.4,
2003-01-04,132.4,
2003-01-05,132.4,
2003-01-06,132.4,
2003-01-07,132.4,
2003-01-08,132.4,
2003-01-09,132.4,
2003-01-10,132.4,
2003-01-11,132.4,
2003-01-12,132.4,
2003-01-13,132.4,
2003-01-14,132.4,
2003-01-15,132.4,
2003-01-16,132.4,
2003-01-17,132.4,
2003-01-18,132.4,
2003-01-19,132.4,
2003-01-20,132.4,
2003-01-21,132.4,
2003-01-22,132.4,
2003-01-23,132.4,
2003-01-24,132.4,
2003-01-25,132.4,
2003-01-26,132.4,
2003-01-27,132.4,
2003-01-28,132.4,
2003-01-29,132.4,
2003-01-30,132.4,
2003-01-31,132.4,
2003-02-01,132.5,0.0007552870090634656
2003-02-02,132.5,0.0007552870090634656
2003-02-03,132.5,0.0007552870090634656
2003-02-04,132.5,0.0007552870090634656
2003-02-05,132.5,0.0007552870090634656
2003-02-06,132.5,0.0007552870090634656
2003-02-07,132.5,0.0007552870090634656
2003-02-08,132.5,0.0007552870090634656
2003-02-09,132.5,0.0007552870090634656
2003-02-10,132.5,0.0007552870090634656
2003-02-11,132.5,0.0007552870090634656
2003-02-12,132.5,0.0007552870090634656
2003-02-13,132.5,0.0007552870090634656
2003-02-14,132.5,0.0007552870090634656
2003-02-15,132.5,0.0007552870090634656
2003-02-16,132.5,0.0007552870090634656
2003-02-17,132.5,0.0007552870090634656
2003-02-18,132.5,0.0007552870090634656
2003-02-19,132.5,0.0007552870090634656
2003-02-20,132.5,0.0007552870090634656
2003-02-21,132.5,0.0007552870090634656
2003-02-22,132.5,0.0007552870090634656
2003-02-23,132.5,0.0007552870090634656
2003-02-24,132.5,0.0007552870090634656
2003-02-25,132.5,0.0007552870090634656
2003-02-26,132.5,0.0007552870090634656
2003-02-27,132.5,0.0007552870090634656
2003-02-28,132.5,0.0007552870090634656
2003-03-01,132.7,0.0015094339622641062
2003-03-02,132.7,0.0015094339622641062
2003-03-03,132.7,0.0015094339622641062
2003-03-04,132.7,0.0015094339622641062
2003-03-05,132.7,0.0015094339622641062
2003-03-06,132.7,0.0015094339622641062
2003-03-07,132.7,0.0015094339622641062
2003-03-08,132.7,0.0015094339622641062
2003-03-09,132.7,0.0015094339622641062
2003-03-10,132.7,0.0015094339622641062
2003-03-11,132.7,0.0015094339622641062
2003-03-12,132.7,0.0015094339622641062
2003-03-13,132.7,0.0015094339622641062
2003-03-14,132.7,0.0015094339622641062
2003-03-15,132.7,0.0015094339622641062
2003-03-16,132.7,0.0015094339622641062
2003-03-17,132.7,0.0015094339622641062
2003-03-18,132.7,0.0015094339622641062
2003-03-19,132.7,0.0015094339622641062
2003-03-20,132.7,0.0015094339622641062
2003-03-21,132.7,0.0015094339622641062
2003-03-22,132.7,0.0015094339622641062
2003-03-23,132.7,0.0015094339622641062
2003-03-24,132.7,0.0015094339622641062
2003-03-25,132.7,0.0015094339622641062
2003-03-26,132.7,0.0015094339622641062
2003-03-27,132.7,0.0015094339622641062
2003-03-28,132.7,0.0015094339622641062
2003-03-29,132.7,0.0015094339622641062
2003-03-30,132.7,0.0015094339622641062
2003-03-31,132.7,0.0015094339622641062
2003-04-01,132.7,0.0
2003-04-02,132.7,0.0
2003-04-03,132.7,0.0
2003-04-04,132.7,0.0
2003-04-05,132.7,0.0
2003-04-06,132.7,0.0
2003-04-07,132.7,0.0
2003-04-08,132.7,0.0
2003-04-09,132.7,0.0
2003-04-10,132.7,0.0
2003-04-11,132.7,0.0
2003-04-12,132.7,0.0
2003-04-13,132.7,0.0
2003-04-14,132.7,0.0
2003-04-15,132.7,0.0
2003-04-16,132.7,0.0
2003-04-17,132.7,0.0
2003-04-18,132.7,0.0
2003-04-19,132.7,0.0
2003-04-20,132.7,0.0
2003-04-21,132.7,0.0
2003-04-22,132.7,0.0
2003-04-23,132.7,0.0
2003-04-24,132.7,0.0
2003-04-25,132.7,0.0
2003-04-26,132.7,0.0
2003-04-27,132.7,0.0
2003-04-28,132.7,0.0
2003-04-29,132.7,0.0
2003-04-30,132.7,0.0
2003-05-01,132.7,0.0
2003-05-02,132.7,0.0
2003-05-03,132.7,0.0
2003-05-04,132.7,0.0
2003-05-05,132.7,0.0
2003-05-06,132.7,0.0
2003-05-07,132.7,0.0
2003-05-08,132.7,0.0
2003-05-09,132.7,0.0
2003-05-10,132.7,0.0
2003-05-11,132.7,0.0
2003-05-12,132.7,0.0
2003-05-13,132.7,0.0
2003-05-14,132.7,0.0
2003-05-15,132.7,0.0
2003-05-16,132.7,0.0
2003-05-17,132.7,0.0
2003-05-18,132.7,0.0
2003-05-19,132.7,0.0
2003-05-20,132.7,0.0
2003-05-21,132.7,0.0
2003-05-22,132.7,0.0
2003-05-23,132.7,0.0
2003-05-24,132.7,0.0
2003-05-25,132.7,0.0
2003-05-26,132.7,0.0
2003-05-27,132.7,0.0
2003-05-28,132.7,0.0
2003-05-29,132.7,0.0
2003-05-30,132.7,0.0
2003-05-31,132.7,0.0
2003-06-01,132.7,0.0
2003-06-02,132.7,0.0
2003-06-03,132.7,0.0
2003-06-04,132.7,0.0
2003-06-05,132.7,0.0
2003-06-06,132.7,0.0
2003-06-07,132.7,0.0
2003-06-08,132.7,0.0
2003-06-09,132.7,0.0
2003-06-10,132.7,0.0
2003-06-11,132.7,0.0
