Macrotrends Data Download



DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2013-06-27,18.6100
2013-06-28,18.8600
2013-07-01,19.4400
2013-07-02,19.6200
2013-07-03,19.5500
2013-07-04,19.5700
2013-07-05,19.3200
2013-07-08,19.1600
2013-07-09,19.1000
2013-07-10,19.3700
2013-07-11,19.8500
2013-07-12,19.6600
2013-07-15,19.8200
2013-07-16,19.9500
2013-07-17,19.8300
2013-07-18,19.4900
2013-07-19,19.4200
2013-07-22,19.9500
2013-07-23,20.1800
2013-07-24,20.4000
2013-07-25,19.9200
2013-07-26,20.0200
2013-07-29,20.1000
2013-07-30,19.6800
2013-07-31,19.9400
2013-08-01,19.7200
2013-08-02,19.4600
2013-08-05,19.7600
2013-08-06,19.7800
2013-08-07,19.2700
2013-08-08,19.7300
2013-08-09,20.3100
2013-08-12,20.8400
2013-08-13,21.4600
2013-08-14,21.5000
2013-08-15,22.0000
2013-08-16,22.8300
2013-08-19,23.2300
2013-08-20,22.8700
2013-08-21,22.9400
2013-08-22,23.0700
2013-08-23,23.0600
2013-08-27,24.2900
2013-08-28,24.7400
2013-08-29,24.1100
2013-08-30,23.6400
2013-09-02,23.9700
2013-09-03,24.2100
2013-09-04,23.7100
2013-09-05,23.5200
2013-09-06,23.0500
2013-09-09,23.6400
2013-09-10,23.3200
2013-09-11,22.9100
2013-09-12,22.6700
2013-09-13,21.7200
2013-09-16,21.8800
2013-09-17,21.9700
2013-09-18,21.4700
2013-09-19,23.0000
2013-09-20,22.7400
2013-09-23,21.6800
2013-09-24,21.4400
2013-09-25,21.6800
2013-09-26,21.9700
2013-09-27,21.6100
2013-09-30,21.6800
2013-10-01,21.7000
2013-10-02,21.1400
2013-10-03,21.5700
2013-10-04,21.6500
2013-10-07,21.7700
2013-10-08,22.3000
2013-10-09,22.1000
2013-10-10,21.9300
2013-10-11,21.5200
2013-10-14,21.5200
2013-10-15,20.4900
2013-10-16,21.3200
2013-10-17,21.7200
2013-10-18,21.8700
2013-10-21,22.0900
2013-10-22,22.0600
2013-10-23,22.5300
2013-10-24,22.6700
2013-10-25,22.3500
2013-10-28,22.5400
2013-10-29,22.3100
2013-10-30,22.7400
2013-10-31,22.2000
2013-11-01,21.7500
2013-11-04,21.8500
2013-11-05,21.6000
2013-11-06,21.9400
2013-11-07,21.7500
2013-11-08,21.7000
2013-11-11,21.4000
2013-11-12,21.1000
2013-11-13,20.7000
2013-11-14,20.7800
2013-11-15,20.6400
2013-11-18,20.6400
2013-11-19,20.4400
2013-11-20,20.2400
2013-11-21,19.9700
2013-11-22,19.9300
2013-11-25,19.7100
2013-11-26,20.1100
2013-11-27,19.9800
2013-11-28,19.7600
2013-11-29,19.9300
2013-12-02,19.7500
2013-12-03,19.1700
2013-12-04,19.0500
2013-12-05,19.4600
2013-12-06,19.4900
2013-12-09,19.5000
2013-12-10,20.0500
2013-12-11,20.3900
2013-12-12,19.8000
2013-12-13,19.5500
2013-12-16,19.5000
2013-12-17,20.0200
2013-12-18,19.9400
2013-12-19,19.3400
2013-12-20,19.3300
2013-12-23,19.3700
2013-12-24,19.4000
2013-12-27,19.9200
2013-12-30,19.6500
2013-12-31,19.5000
2014-01-02,19.9400
2014-01-03,20.1800
2014-01-06,20.0400
2014-01-07,20.0200
2014-01-08,19.5200
2014-01-09,19.5400
2014-01-10,19.8000
2014-01-13,20.0900
2014-01-14,20.2700
2014-01-15,20.0900
2014-01-16,20.0000
2014-01-17,20.0100
2014-01-20,20.2900
2014-01-21,20.0300
2014-01-22,19.8700
2014-01-23,20.1100
2014-01-24,20.1900
2014-01-27,19.8300
2014-01-28,19.7200
2014-01-29,19.6800
2014-01-30,19.4100
2014-01-31,19.3100
2014-02-03,19.2700
2014-02-04,19.3400
2014-02-05,19.6300
2014-02-06,20.1400
2014-02-07,19.8700
2014-02-10,20.2000
2014-02-11,20.1700
2014-02-12,20.2000
2014-02-13,20.2700
2014-02-14,21.0900
2014-02-17,21.6500
2014-02-18,21.3700
2014-02-19,21.7500
2014-02-20,21.5900
2014-02-21,21.7400
2014-02-24,22.0500
2014-02-25,21.7300
2014-02-26,21.8500
2014-02-27,21.3800
2014-02-28,21.2700
2014-03-03,21.4600
2014-03-04,21.1500
2014-03-05,21.3200
2014-03-06,21.1100
2014-03-07,21.3800
2014-03-10,20.9900
2014-03-11,21.2500
2014-03-12,20.9700
2014-03-13,21.2400
2014-03-14,21.3600
2014-03-17,21.2200
2014-03-18,20.9400
2014-03-19,20.7500
2014-03-20,20.1700
2014-03-21,20.5500
2014-03-24,20.2000
2014-03-25,20.0000
2014-03-26,20.0300
2014-03-27,19.6800
2014-03-28,19.7100
2014-03-31,19.9700
2014-04-01,19.8000
2014-04-02,19.8200
2014-04-03,19.8300
2014-04-04,19.9300
2014-04-07,19.8100
2014-04-08,20.1500
2014-04-09,19.8900
2014-04-10,20.2400
2014-04-11,20.0900
2014-04-14,19.7400
2014-04-15,19.7700
2014-04-16,19.6000
2014-04-17,19.6200
2014-04-22,19.5100
2014-04-23,19.4600
2014-04-24,19.0600
2014-04-25,19.6600
2014-04-28,19.6000
2014-04-29,19.3300
2014-04-30,19.2800
2014-05-01,19.0600
2014-05-02,19.1700
2014-05-06,19.6400
2014-05-07,19.6400
2014-05-08,19.2500
2014-05-09,19.2500
2014-05-12,19.4600
2014-05-13,19.4400
2014-05-14,19.8700
2014-05-15,19.6600
2014-05-16,19.3300
2014-05-19,19.5500
2014-05-20,19.3700
2014-05-21,19.3100
2014-05-22,19.5600
2014-05-23,19.4200
2014-05-27,19.2500
2014-05-28,19.1300
2014-05-29,18.8500
2014-05-30,19.0000
2014-06-02,18.8100
2014-06-03,18.8700
2014-06-04,18.7600
2014-06-05,18.8100
2014-06-06,19.0300
2014-06-09,19.1100
2014-06-10,19.0000
2014-06-11,19.2000
2014-06-12,19.3300
2014-06-13,19.5800
2014-06-16,19.6700
2014-06-17,19.5500
2014-06-18,19.7300
2014-06-19,19.9400
2014-06-20,20.6200
2014-06-23,20.7500
2014-06-24,21.1200
2014-06-25,20.7800
2014-06-26,20.8300
2014-06-27,21.0400
2014-06-30,20.8700
2014-07-01,21.0800
2014-07-02,21.0400
2014-07-03,21.0000
2014-07-04,21.1200
2014-07-07,20.9500
2014-07-08,21.0800
2014-07-09,21.1300
2014-07-10,21.5000
2014-07-11,21.4200
2014-07-14,21.1300
2014-07-15,20.9300
2014-07-16,20.7000
2014-07-17,20.7800
2014-07-18,20.9400
2014-07-21,20.9300
2014-07-22,20.8100
2014-07-23,20.9300
2014-07-24,20.8400
2014-07-25,20.4600
2014-07-28,20.6300
2014-07-29,20.6400
2014-07-30,20.5400
2014-07-31,20.6900
2014-08-01,20.3400
2014-08-04,20.3500
2014-08-05,20.2000
2014-08-06,19.7800
2014-08-07,20.0700
2014-08-08,20.1300
2014-08-11,19.8500
2014-08-12,20.0800
2014-08-13,19.9000
2014-08-14,19.8600
2014-08-15,19.8600
2014-08-18,19.5900
2014-08-19,19.6600
2014-08-20,19.4200
2014-08-21,19.4000
2014-08-22,19.4900
2014-08-26,19.4900
2014-08-27,19.3200
2014-08-28,19.7500
2014-08-29,19.4700
2014-09-01,19.4900
2014-09-02,19.2000
2014-09-03,19.1000
2014-09-04,19.2100
2014-09-05,19.1300
2014-09-08,19.1900
2014-09-09,19.0000
2014-09-10,19.0100
2014-09-11,18.7000
2014-09-12,18.6400
2014-09-15,18.6400
2014-09-16,18.7500
2014-09-17,18.6300
2014-09-18,18.5000
2014-09-19,18.4500
2014-09-22,17.7400
2014-09-23,17.9200
2014-09-24,17.7600
2014-09-25,17.5200
2014-09-26,17.5400
2014-09-29,17.5800
2014-09-30,17.1100
2014-10-01,17.0400
2014-10-02,17.0900
2014-10-03,16.9700
2014-10-06,17.0200
2014-10-07,17.3600
2014-10-08,17.3500
2014-10-09,17.6400
2014-10-10,17.2600
2014-10-11,17.2600
2014-10-13,17.4100
2014-10-14,17.5000
2014-10-15,17.0100
2014-10-16,17.4600
2014-10-17,17.3600
2014-10-20,17.3800
2014-10-21,17.3600
2014-10-22,17.3600
2014-10-23,17.0700
2014-10-24,17.1900
2014-10-27,17.1800
2014-10-28,17.1800
2014-10-29,17.2000
2014-10-30,16.7800
2014-10-31,16.2000
2014-11-03,16.1500
2014-11-04,16.1200
2014-11-05,15.3200
2014-11-06,15.2800
2014-11-07,15.4200
2014-11-10,15.6700
2014-11-11,15.5700
2014-11-12,15.6200
2014-11-13,15.7400
2014-11-14,15.3500
2014-11-17,16.2000
2014-11-18,16.2700
2014-11-19,16.2600
2014-11-20,16.2000
2014-11-21,16.3000
2014-11-24,16.3300
2014-11-25,16.6600
2014-11-26,16.6100
2014-11-27,16.4200
2014-11-28,15.9700
2014-12-01,15.7300
2014-12-02,16.1600
2014-12-03,16.3000
2014-12-04,16.4200
2014-12-05,16.3300
2014-12-08,16.2600
2014-12-09,16.3700
2014-12-10,17.0600
2014-12-11,16.9800
2014-12-12,17.0700
2014-12-15,16.8500
2014-12-16,16.2900
2014-12-17,15.9500
2014-12-18,16.0800
2014-12-19,15.8600
2014-12-22,16.0900
2014-12-23,15.7100
2014-12-24,15.7700
2014-12-29,16.0000
2014-12-30,15.7900
2014-12-31,15.9700
2015-01-02,15.7100
2015-01-05,15.8800
2015-01-06,16.2900
2015-01-07,16.3300
2015-01-08,16.3700
2015-01-09,16.2400
2015-01-12,16.5200
2015-01-13,17.0000
2015-01-14,16.6400
2015-01-15,17.1200
2015-01-16,16.9200
2015-01-19,17.6500
2015-01-20,17.8000
2015-01-21,18.2200
2015-01-22,18.0800
2015-01-23,18.2300
2015-01-26,17.8300
2015-01-27,17.8700
2015-01-28,18.0100
2015-01-29,17.4300
2015-01-30,16.9200
2015-02-02,17.2200
2015-02-03,17.5900
2015-02-04,17.3900
2015-02-05,17.0000
2015-02-06,17.2200
2015-02-09,16.9700
2015-02-10,16.8000
2015-02-11,16.9500
2015-02-12,16.8900
2015-02-13,16.8600
2015-02-16,17.2700
2015-02-17,16.8200
2015-02-18,16.4200
2015-02-19,16.7300
2015-02-20,16.3400
2015-02-23,16.2000
2015-02-24,16.3200
2015-02-25,16.5100
2015-02-26,16.8200
2015-02-27,16.5300
2015-03-02,16.6300
2015-03-03,16.4200
2015-03-04,16.3200
2015-03-05,16.1900
2015-03-06,15.9900
2015-03-09,15.9200
2015-03-10,15.7800
2015-03-11,15.6400
2015-03-12,15.6800
2015-03-13,15.5000
2015-03-16,15.5800
2015-03-17,15.5600
2015-03-18,15.4700
2015-03-19,15.8800
2015-03-20,16.1700
2015-03-23,16.7300
2015-03-24,16.9700
2015-03-25,16.9400
2015-03-26,17.1300
2015-03-27,17.1400
2015-03-30,16.6500
2015-03-31,16.6000
2015-04-01,16.5600
2015-04-02,16.8400
2015-04-07,16.8600
2015-04-08,16.8400
2015-04-09,16.3000
2015-04-10,16.5500
2015-04-13,16.2700
2015-04-14,16.0800
2015-04-15,16.1800
2015-04-16,16.4700
2015-04-17,16.3600
2015-04-20,16.0900
2015-04-21,16.0800
2015-04-22,16.0500
2015-04-23,15.8600
2015-04-24,15.8300
2015-04-27,15.8400
2015-04-28,16.3200
2015-04-29,16.4800
2015-04-30,16.5200
2015-05-01,16.1700
2015-05-05,16.4200
2015-05-06,16.4100
2015-05-07,16.3500
2015-05-08,16.3100
2015-05-11,16.3900
